Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"RL","Land Use","212","Syrian Arab Republic","5110","Area","6610","Agricultural land","2018","2018","1000 ha","13921","Fm","Manual Estimation"
"RL","Land Use","208","Tajikistan","5110","Area","6600","Country area","2018","2018","1000 ha","14138","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","208","Tajikistan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","4727.7","Fm","Manual Estimation"
"RL","Land Use","216","Thailand","5110","Area","6600","Country area","2018","2018","1000 ha","51312","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","216","Thailand","5110","Area","6610","Agricultural land","2018","2018","1000 ha","22110","Fm","Manual Estimation"
"RL","Land Use","176","Timor-Leste","5110","Area","6600","Country area","2018","2018","1000 ha","1487","Fm","Manual Estimation"
"RL","Land Use","176","Timor-Leste","5110","Area","6610","Agricultural land","2018","2018","1000 ha","380","Fm","Manual Estimation"
"RL","Land Use","217","Togo","5110","Area","6600","Country area","2018","2018","1000 ha","5679","Fm","Manual Estimation"
"RL","Land Use","217","Togo","5110","Area","6610","Agricultural land","2018","2018","1000 ha","3820","Fm","Manual Estimation"
"RL","Land Use","218","Tokelau","5110","Area","6600","Country area","2018","2018","1000 ha","1","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","218","Tokelau","5110","Area","6610","Agricultural land","2018","2018","1000 ha","0.6","Fm","Manual Estimation"
"RL","Land Use","219","Tonga","5110","Area","6600","Country area","2018","2018","1000 ha","75","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","219","Tonga","5110","Area","6610","Agricultural land","2018","2018","1000 ha","35","Fm","Manual Estimation"
"RL","Land Use","220","Trinidad and Tobago","5110","Area","6600","Country area","2018","2018","1000 ha","513","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","220","Trinidad and Tobago","5110","Area","6610","Agricultural land","2018","2018","1000 ha","54","Fm","Manual Estimation"
"RL","Land Use","222","Tunisia","5110","Area","6600","Country area","2018","2018","1000 ha","16361","Fm","Manual Estimation"
"RL","Land Use","222","Tunisia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","9743","Fm","Manual Estimation"
"RL","Land Use","223","Turkey","5110","Area","6600","Country area","2018","2018","1000 ha","78535","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","223","Turkey","5110","Area","6610","Agricultural land","2018","2018","1000 ha","37802","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","213","Turkmenistan","5110","Area","6600","Country area","2018","2018","1000 ha","48810","Fm","Manual Estimation"
"RL","Land Use","213","Turkmenistan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","33838","Fm","Manual Estimation"
"RL","Land Use","224","Turks and Caicos Islands","5110","Area","6600","Country area","2018","2018","1000 ha","95","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","224","Turks and Caicos Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1","Fm","Manual Estimation"
"RL","Land Use","227","Tuvalu","5110","Area","6600","Country area","2018","2018","1000 ha","3","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","227","Tuvalu","5110","Area","6610","Agricultural land","2018","2018","1000 ha","1.8","Fm","Manual Estimation"
"RL","Land Use","226","Uganda","5110","Area","6600","Country area","2018","2018","1000 ha","24155","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","226","Uganda","5110","Area","6610","Agricultural land","2018","2018","1000 ha","14415","Fm","Manual Estimation"
"RL","Land Use","230","Ukraine","5110","Area","6600","Country area","2018","2018","1000 ha","60355","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","230","Ukraine","5110","Area","6610","Agricultural land","2018","2018","1000 ha","41329","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","225","United Arab Emirates","5110","Area","6600","Country area","2018","2018","1000 ha","9864.79","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","225","United Arab Emirates","5110","Area","6610","Agricultural land","2018","2018","1000 ha","381.75","Fm","Manual Estimation"
"RL","Land Use","229","United Kingdom of Great Britain and Northern Ireland","5110","Area","6600","Country area","2018","2018","1000 ha","24361","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","229","United Kingdom of Great Britain and Northern Ireland","5110","Area","6610","Agricultural land","2018","2018","1000 ha","17350.8616","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","215","United Republic of Tanzania","5110","Area","6600","Country area","2018","2018","1000 ha","94730","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","215","United Republic of Tanzania","5110","Area","6610","Agricultural land","2018","2018","1000 ha","39650","Fm","Manual Estimation"
"RL","Land Use","231","United States of America","5110","Area","6600","Country area","2018","2018","1000 ha","983151","Fm","Manual Estimation"
"RL","Land Use","231","United States of America","5110","Area","6610","Agricultural land","2018","2018","1000 ha","405810.3538","Fm","Manual Estimation"
"RL","Land Use","240","United States Virgin Islands","5110","Area","6600","Country area","2018","2018","1000 ha","35","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","240","United States Virgin Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","4","Fm","Manual Estimation"
"RL","Land Use","234","Uruguay","5110","Area","6600","Country area","2018","2018","1000 ha","17622","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","234","Uruguay","5110","Area","6610","Agricultural land","2018","2018","1000 ha","14015.9","Fm","Manual Estimation"
"RL","Land Use","235","Uzbekistan","5110","Area","6600","Country area","2018","2018","1000 ha","44892.4","Q","Official data reported on FAO Questionnaires from countries"
"RL","Land Use","235","Uzbekistan","5110","Area","6610","Agricultural land","2018","2018","1000 ha","25577.7","Fm","Manual Estimation"
"RL","Land Use","155","Vanuatu","5110","Area","6600","Country area","2018","2018","1000 ha","1219","Fm","Manual Estimation"
"RL","Land Use","155","Vanuatu","5110","Area","6610","Agricultural land","2018","2018","1000 ha","187","Fm","Manual Estimation"
"RL","Land Use","236","Venezuela (Bolivarian Republic of)","5110","Area","6600","Country area","2018","2018","1000 ha","91205","Fm","Manual Estimation"
"RL","Land Use","236","Venezuela (Bolivarian Republic of)","5110","Area","6610","Agricultural land","2018","2018","1000 ha","21500","Fm","Manual Estimation"
"RL","Land Use","237","Viet Nam","5110","Area","6600","Country area","2018","2018","1000 ha","33123","Fm","Manual Estimation"
"RL","Land Use","237","Viet Nam","5110","Area","6610","Agricultural land","2018","2018","1000 ha","12168.8","Fm","Manual Estimation"
"RL","Land Use","243","Wallis and Futuna Islands","5110","Area","6600","Country area","2018","2018","1000 ha","14","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","243","Wallis and Futuna Islands","5110","Area","6610","Agricultural land","2018","2018","1000 ha","6","Fm","Manual Estimation"
"RL","Land Use","205","Western Sahara","5110","Area","6600","Country area","2018","2018","1000 ha","26600","I","Country data reported by International Organizations where the country is a member (Semi-official) - WTO, EU, UNSD, etc."
"RL","Land Use","205","Western Sahara","5110","Area","6610","Agricultural land","2018","2018","1000 ha","5004","Fm","Manual Estimation"
"RL","Land Use","249","Yemen","5110","Area","6600","Country area","2018","2018","1000 ha","52797","Fm","Manual Estimation"
"RL","Land Use","249","Yemen","5110","Area","6610","Agricultural land","2018","2018","1000 ha","23387.7","Fm","Manual Estimation"
"RL","Land Use","251","Zambia","5110","Area","6600","Country area","2018","2018","1000 ha","75261","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","251","Zambia","5110","Area","6610","Agricultural land","2018","2018","1000 ha","23836","Fm","Manual Estimation"
"RL","Land Use","181","Zimbabwe","5110","Area","6600","Country area","2018","2018","1000 ha","39076","W","Data reported on country official publications or web sites (Official) or trade country files"
"RL","Land Use","181","Zimbabwe","5110","Area","6610","Agricultural land","2018","2018","1000 ha","16200","Fm","Manual Estimation"
